hpoID,class,type,content,system,round,answer
,related,direct,http://purl.obolibrary.org/obo/OMO_0003000,Qwen-UMLS-7B-Instruct,-1,undefined
RO:0002207,exact,direct,has developmental precursor,Qwen-UMLS-7B-Instruct,-1,undefined
RO:0002264,related,direct,affects,Qwen-UMLS-7B-Instruct,-1,undefined
RO:0002374,broad,direct,has fused element,Qwen-UMLS-7B-Instruct,-1,undefined
RO:0002418,related,direct,affects,Qwen-UMLS-7B-Instruct,-1,undefined
RO:0002491,exact,direct,exists during,Qwen-UMLS-7B-Instruct,-1,undefined
core#channel:for,broad,direct,carries,Qwen-UMLS-7B-Instruct,-1,undefined
core#site:of,related,direct,capable_of_has_part,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,exact,direct,electron,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,Elektron,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,beta,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,beta(-),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,beta-particle,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,e,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,e(-),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,e-,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:10545,related,direct,negatron,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11596,exact,direct,2-hydroxypentanedioate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11596,related,direct,2-hydroxyglutarate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11851,exact,direct,3-methyl-2-oxobutanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11851,related,direct,2-Oxo-3-methylbutanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11851,related,direct,2-Oxoisopentanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11851,related,direct,2-Oxoisovalerate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11851,related,direct,3-methyl-2-oxobutyrate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11851,related,direct,alpha-keto-isovalerate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:11955,exact,direct,4-Amino-3-hydroxybutanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:12109,exact,direct,5-amino-4-oxopentanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:12777,related,direct,vitamin A vitamer,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:12777,related,direct,vitamin A vitamers,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:12777,related,direct,vitamin-A,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:12777,related,direct,vitamins A,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131444,exact,direct,carbamimidamidoacetate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131565,related,direct,steroid aldehydes,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131604,related,direct,Mycoplasma genitalium metabolites,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131619,related,direct,C27-steroids,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131621,related,direct,C19-steroids,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131702,related,direct,stigmastane derivatives,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131703,related,direct,stigmastane sterols,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:131927,related,direct,dicarboxylic acids and derivatives,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132153,related,direct,hyaluronan,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132153,related,direct,hyaluronate polyanion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132177,exact,direct,2-hydroxy-3-methylbut-2-enoic acid,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132362,exact,direct,"2-oxidopropane-1,2,3-tricarboxylate",Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132362,related,direct,"2-oxido-1,2,3-propanetricarboxylate",Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132362,related,direct,citric acid tetraanion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132542,related,direct,FA 22:4,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132542,related,direct,FA(22:4),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132542,related,direct,free fatty acid 22:4,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132938,related,direct,ethylmalonate anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132938,related,direct,ethylmalonic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132939,exact,direct,ethylpropanedioate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132941,related,direct,2-hydroxyglutarate anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132941,related,direct,2-hydroxyglutaric acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,ethanedioic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,ethanedioic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,oxalate anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,oxalate anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,oxalates,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,oxalic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132952,related,direct,oxalic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,octanedioic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,octanedioic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,suberate anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,suberate anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,suberates,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,suberic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132953,related,direct,suberic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,decanedioic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,decanedioic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,sebacate anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,sebacate anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,sebacates,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,sebacic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132954,related,direct,sebacic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132961,related,direct,2-methylbutanedioic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132961,related,direct,2-methylbutanedioic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132961,related,direct,methylsuccinate anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132961,related,direct,methylsuccinates,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132961,related,direct,methylsuccinic acid anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132961,related,direct,methylsuccinic acid anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132966,related,direct,N-benzoylglycinates,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132966,related,direct,N-benzoylglycine anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132970,exact,direct,4-carboxy-2-oxobutan-1-aminium,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132970,related,direct,5-aminolevulinic acid cation,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:132970,related,direct,5-aminolevulinic acid(1+),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133251,related,direct,3-hydroxydicarboxylic acid dianion(2-),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133251,related,direct,a 3-hydroxy dicarboxylic acid,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133291,related,direct,a saturated dicarboxylic acid,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133291,related,direct,saturated dicarboxylate(2-),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133294,related,direct,oxo dicarboxylic acid dianions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133580,exact,direct,(hexanoylamino)acetate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133580,related,direct,N-caproylglycinate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133580,related,direct,N-hexanoylglycine,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133580,related,direct,N-hexanoylglycine anion,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133580,related,direct,N-hexanoylglycine(1-),Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133608,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-4-yl)propanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133609,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-5-yl)propanoate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133610,exact,direct,(2-methylpropanamido)acetate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133610,related,direct,N-(2-methylpropanoyl)glycinate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133610,related,direct,N-isobutanoylglycinate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133610,related,direct,isobutanoylglycinate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133610,related,direct,isobutyrylglycinate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133744,exact,direct,(4-hydroxy-3-methoxyphenyl)acetate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133744,related,direct,3-methoxy-4-hydroxyphenylacetate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133748,related,direct,citrate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:133748,related,direct,citrate anions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134179,related,direct,VOC,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134179,related,direct,VOCs,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134179,related,direct,volatile organic compounds,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134249,related,direct,alkanesulfonate oxoanions,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134249,related,direct,alkanesulfonates,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134249,related,direct,an alkanesulfonate,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,1-hydroxy-2-methoxybenzenes,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenol,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenol derivative,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenol derivatives,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenols,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,a guaiacol,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,catechol monomethyl ether,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,catechol monomethyl ethers,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,o-methoxyphenol,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,o-methoxyphenols,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,ortho-methoxyphenol,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:134251,related,direct,ortho-methoxyphenols,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:13643,exact,direct,glycols,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:13643,related,direct,Glykol,Qwen-UMLS-7B-Instruct,-1,undefined
CHEBI:136505,related,direct,homocysteine derivatives,Qwen-UMLS-7B-Instruct,-1,undefined
