hpoID,class,type,content,system,round,answer
,related,direct,http://purl.obolibrary.org/obo/OMO_0003000,Medical-Llama3-8B,-1,undefined
RO:0002207,exact,direct,has developmental precursor,Medical-Llama3-8B,-1,undefined
RO:0002264,related,direct,affects,Medical-Llama3-8B,-1,undefined
RO:0002374,broad,direct,has fused element,Medical-Llama3-8B,-1,undefined
RO:0002418,related,direct,affects,Medical-Llama3-8B,-1,undefined
RO:0002491,exact,direct,exists during,Medical-Llama3-8B,-1,undefined
core#channel:for,broad,direct,carries,Medical-Llama3-8B,-1,undefined
core#site:of,related,direct,capable_of_has_part,Medical-Llama3-8B,-1,undefined
CHEBI:10545,exact,direct,electron,Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,Elektron,Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,beta,Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,beta(-),Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,beta-particle,Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,e,Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,e(-),Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,e-,Medical-Llama3-8B,-1,undefined
CHEBI:10545,related,direct,negatron,Medical-Llama3-8B,-1,undefined
CHEBI:11596,exact,direct,2-hydroxypentanedioate,Medical-Llama3-8B,-1,undefined
CHEBI:11596,related,direct,2-hydroxyglutarate,Medical-Llama3-8B,-1,undefined
CHEBI:11851,exact,direct,3-methyl-2-oxobutanoate,Medical-Llama3-8B,-1,undefined
CHEBI:11851,related,direct,2-Oxo-3-methylbutanoate,Medical-Llama3-8B,-1,undefined
CHEBI:11851,related,direct,2-Oxoisopentanoate,Medical-Llama3-8B,-1,undefined
CHEBI:11851,related,direct,2-Oxoisovalerate,Medical-Llama3-8B,-1,undefined
CHEBI:11851,related,direct,3-methyl-2-oxobutyrate,Medical-Llama3-8B,-1,undefined
CHEBI:11851,related,direct,alpha-keto-isovalerate,Medical-Llama3-8B,-1,undefined
CHEBI:11955,exact,direct,4-Amino-3-hydroxybutanoate,Medical-Llama3-8B,-1,undefined
CHEBI:12109,exact,direct,5-amino-4-oxopentanoate,Medical-Llama3-8B,-1,undefined
CHEBI:12777,related,direct,vitamin A vitamer,Medical-Llama3-8B,-1,undefined
CHEBI:12777,related,direct,vitamin A vitamers,Medical-Llama3-8B,-1,undefined
CHEBI:12777,related,direct,vitamin-A,Medical-Llama3-8B,-1,undefined
CHEBI:12777,related,direct,vitamins A,Medical-Llama3-8B,-1,undefined
CHEBI:131444,exact,direct,carbamimidamidoacetate,Medical-Llama3-8B,-1,undefined
CHEBI:131565,related,direct,steroid aldehydes,Medical-Llama3-8B,-1,undefined
CHEBI:131604,related,direct,Mycoplasma genitalium metabolites,Medical-Llama3-8B,-1,undefined
CHEBI:131619,related,direct,C27-steroids,Medical-Llama3-8B,-1,undefined
CHEBI:131621,related,direct,C19-steroids,Medical-Llama3-8B,-1,undefined
CHEBI:131702,related,direct,stigmastane derivatives,Medical-Llama3-8B,-1,undefined
CHEBI:131703,related,direct,stigmastane sterols,Medical-Llama3-8B,-1,undefined
CHEBI:131927,related,direct,dicarboxylic acids and derivatives,Medical-Llama3-8B,-1,undefined
CHEBI:132153,related,direct,hyaluronan,Medical-Llama3-8B,-1,undefined
CHEBI:132153,related,direct,hyaluronate polyanion,Medical-Llama3-8B,-1,undefined
CHEBI:132177,exact,direct,2-hydroxy-3-methylbut-2-enoic acid,Medical-Llama3-8B,-1,undefined
CHEBI:132362,exact,direct,"2-oxidopropane-1,2,3-tricarboxylate",Medical-Llama3-8B,-1,undefined
CHEBI:132362,related,direct,"2-oxido-1,2,3-propanetricarboxylate",Medical-Llama3-8B,-1,undefined
CHEBI:132362,related,direct,citric acid tetraanion,Medical-Llama3-8B,-1,undefined
CHEBI:132542,related,direct,FA 22:4,Medical-Llama3-8B,-1,undefined
CHEBI:132542,related,direct,FA(22:4),Medical-Llama3-8B,-1,undefined
CHEBI:132542,related,direct,free fatty acid 22:4,Medical-Llama3-8B,-1,undefined
CHEBI:132938,related,direct,ethylmalonate anion,Medical-Llama3-8B,-1,undefined
CHEBI:132938,related,direct,ethylmalonic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132939,exact,direct,ethylpropanedioate,Medical-Llama3-8B,-1,undefined
CHEBI:132941,related,direct,2-hydroxyglutarate anion,Medical-Llama3-8B,-1,undefined
CHEBI:132941,related,direct,2-hydroxyglutaric acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,ethanedioic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,ethanedioic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,oxalate anion,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,oxalate anions,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,oxalates,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,oxalic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132952,related,direct,oxalic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,octanedioic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,octanedioic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,suberate anion,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,suberate anions,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,suberates,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,suberic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132953,related,direct,suberic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,decanedioic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,decanedioic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,sebacate anion,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,sebacate anions,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,sebacates,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,sebacic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132954,related,direct,sebacic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132961,related,direct,2-methylbutanedioic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132961,related,direct,2-methylbutanedioic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132961,related,direct,methylsuccinate anion,Medical-Llama3-8B,-1,undefined
CHEBI:132961,related,direct,methylsuccinates,Medical-Llama3-8B,-1,undefined
CHEBI:132961,related,direct,methylsuccinic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:132961,related,direct,methylsuccinic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:132966,related,direct,N-benzoylglycinates,Medical-Llama3-8B,-1,undefined
CHEBI:132966,related,direct,N-benzoylglycine anions,Medical-Llama3-8B,-1,undefined
CHEBI:132970,exact,direct,4-carboxy-2-oxobutan-1-aminium,Medical-Llama3-8B,-1,undefined
CHEBI:132970,related,direct,5-aminolevulinic acid cation,Medical-Llama3-8B,-1,undefined
CHEBI:132970,related,direct,5-aminolevulinic acid(1+),Medical-Llama3-8B,-1,undefined
CHEBI:133251,related,direct,3-hydroxydicarboxylic acid dianion(2-),Medical-Llama3-8B,-1,undefined
CHEBI:133251,related,direct,a 3-hydroxy dicarboxylic acid,Medical-Llama3-8B,-1,undefined
CHEBI:133291,related,direct,a saturated dicarboxylic acid,Medical-Llama3-8B,-1,undefined
CHEBI:133291,related,direct,saturated dicarboxylate(2-),Medical-Llama3-8B,-1,undefined
CHEBI:133294,related,direct,oxo dicarboxylic acid dianions,Medical-Llama3-8B,-1,undefined
CHEBI:133580,exact,direct,(hexanoylamino)acetate,Medical-Llama3-8B,-1,undefined
CHEBI:133580,related,direct,N-caproylglycinate,Medical-Llama3-8B,-1,undefined
CHEBI:133580,related,direct,N-hexanoylglycine,Medical-Llama3-8B,-1,undefined
CHEBI:133580,related,direct,N-hexanoylglycine anion,Medical-Llama3-8B,-1,undefined
CHEBI:133580,related,direct,N-hexanoylglycine(1-),Medical-Llama3-8B,-1,undefined
CHEBI:133608,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-4-yl)propanoate,Medical-Llama3-8B,-1,undefined
CHEBI:133609,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-5-yl)propanoate,Medical-Llama3-8B,-1,undefined
CHEBI:133610,exact,direct,(2-methylpropanamido)acetate,Medical-Llama3-8B,-1,undefined
CHEBI:133610,related,direct,N-(2-methylpropanoyl)glycinate,Medical-Llama3-8B,-1,undefined
CHEBI:133610,related,direct,N-isobutanoylglycinate,Medical-Llama3-8B,-1,undefined
CHEBI:133610,related,direct,isobutanoylglycinate,Medical-Llama3-8B,-1,undefined
CHEBI:133610,related,direct,isobutyrylglycinate,Medical-Llama3-8B,-1,undefined
CHEBI:133744,exact,direct,(4-hydroxy-3-methoxyphenyl)acetate,Medical-Llama3-8B,-1,undefined
CHEBI:133744,related,direct,3-methoxy-4-hydroxyphenylacetate,Medical-Llama3-8B,-1,undefined
CHEBI:133748,related,direct,citrate,Medical-Llama3-8B,-1,undefined
CHEBI:133748,related,direct,citrate anions,Medical-Llama3-8B,-1,undefined
CHEBI:134179,related,direct,VOC,Medical-Llama3-8B,-1,undefined
CHEBI:134179,related,direct,VOCs,Medical-Llama3-8B,-1,undefined
CHEBI:134179,related,direct,volatile organic compounds,Medical-Llama3-8B,-1,undefined
CHEBI:134249,related,direct,alkanesulfonate oxoanions,Medical-Llama3-8B,-1,undefined
CHEBI:134249,related,direct,alkanesulfonates,Medical-Llama3-8B,-1,undefined
CHEBI:134249,related,direct,an alkanesulfonate,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,1-hydroxy-2-methoxybenzenes,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenol,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenol derivative,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenol derivatives,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,2-methoxyphenols,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,a guaiacol,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,catechol monomethyl ether,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,catechol monomethyl ethers,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,o-methoxyphenol,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,o-methoxyphenols,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,ortho-methoxyphenol,Medical-Llama3-8B,-1,undefined
CHEBI:134251,related,direct,ortho-methoxyphenols,Medical-Llama3-8B,-1,undefined
CHEBI:13643,exact,direct,glycols,Medical-Llama3-8B,-1,undefined
CHEBI:13643,related,direct,Glykol,Medical-Llama3-8B,-1,undefined
CHEBI:136505,related,direct,homocysteine derivatives,Medical-Llama3-8B,-1,undefined
CHEBI:136849,related,direct,a 3-oxo-Delta4-steroid group,Medical-Llama3-8B,-1,undefined
CHEBI:136859,related,direct,pro-agents,Medical-Llama3-8B,-1,undefined
CHEBI:136859,related,direct,proagent,Medical-Llama3-8B,-1,undefined
CHEBI:136859,related,direct,proagents,Medical-Llama3-8B,-1,undefined
CHEBI:136889,related,direct,5beta steroids,Medical-Llama3-8B,-1,undefined
CHEBI:136889,related,direct,5beta-steroid,Medical-Llama3-8B,-1,undefined
CHEBI:136889,related,direct,5beta-steroids,Medical-Llama3-8B,-1,undefined
CHEBI:137682,related,direct,methylhistidines,Medical-Llama3-8B,-1,undefined
CHEBI:137982,related,direct,a tertiary amine,Medical-Llama3-8B,-1,undefined
CHEBI:137982,related,direct,tertiary amine(1+),Medical-Llama3-8B,-1,undefined
CHEBI:137982,related,direct,tertiary ammonium ions,Medical-Llama3-8B,-1,undefined
CHEBI:138103,related,direct,inorganic acids,Medical-Llama3-8B,-1,undefined
CHEBI:138103,related,direct,mineral acid,Medical-Llama3-8B,-1,undefined
CHEBI:138103,related,direct,mineral acids,Medical-Llama3-8B,-1,undefined
CHEBI:138130,related,direct,a Delta(7)-sterol,Medical-Llama3-8B,-1,undefined
CHEBI:138141,related,direct,a 17alpha-hydroxy-C21-steroid,Medical-Llama3-8B,-1,undefined
CHEBI:13850,exact,direct,apoprotein,Medical-Llama3-8B,-1,undefined
CHEBI:13850,related,direct,apoproteins,Medical-Llama3-8B,-1,undefined
CHEBI:138675,related,direct,gas molecular entities,Medical-Llama3-8B,-1,undefined
CHEBI:138675,related,direct,gaseous molecular entities,Medical-Llama3-8B,-1,undefined
CHEBI:138675,related,direct,gaseous molecular entity,Medical-Llama3-8B,-1,undefined
CHEBI:139120,related,direct,a carotenoid beta-end derivative,Medical-Llama3-8B,-1,undefined
CHEBI:13941,exact,direct,carbamate,Medical-Llama3-8B,-1,undefined
CHEBI:13941,related,direct,Carbamat,Medical-Llama3-8B,-1,undefined
CHEBI:13941,related,direct,Karbamat,Medical-Llama3-8B,-1,undefined
CHEBI:13941,related,direct,carbamate ion,Medical-Llama3-8B,-1,undefined
CHEBI:13941,related,direct,"carbamic acid, ion(1-)",Medical-Llama3-8B,-1,undefined
CHEBI:139588,related,direct,alpha-hydroxy ketones,Medical-Llama3-8B,-1,undefined
CHEBI:139588,related,direct,alpha-hydroxy-ketone,Medical-Llama3-8B,-1,undefined
CHEBI:139588,related,direct,alpha-hydroxy-ketones,Medical-Llama3-8B,-1,undefined
CHEBI:139588,related,direct,alpha-hydroxyketone,Medical-Llama3-8B,-1,undefined
CHEBI:139588,related,direct,alpha-hydroxyketones,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoate,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoates,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoid anions,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoid carboxylate anion,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoid carboxylate anions,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoid carboxylic acid anion,Medical-Llama3-8B,-1,undefined
CHEBI:139589,related,direct,retinoid carboxylic acid anions,Medical-Llama3-8B,-1,undefined
CHEBI:139590,related,direct,primary alpha-hydroxy ketones,Medical-Llama3-8B,-1,undefined
CHEBI:139590,related,direct,primary alpha-hydroxy-ketone,Medical-Llama3-8B,-1,undefined
CHEBI:139590,related,direct,primary alpha-hydroxy-ketones,Medical-Llama3-8B,-1,undefined
CHEBI:139590,related,direct,primary alpha-hydroxyketone,Medical-Llama3-8B,-1,undefined
CHEBI:139590,related,direct,primary alpha-hydroxyketones,Medical-Llama3-8B,-1,undefined
CHEBI:139592,related,direct,tertiary alpha-hydroxy ketones,Medical-Llama3-8B,-1,undefined
